id,name,address,city,county,state,zip,plan,specialty,type
244443,Sanford Clinic Ear Nose & Throat Watertown,240 Willow St,Tyler,Lincoln,MN,56178,MN - BCBS of Minnesota,Otolaryngology (ENT),ACO
244444,Sanford Clinic Ear Nose & Throat Watertown,251 5th St E,Tracy,Lyon,MN,56175,MN - BCBS of Minnesota,Otolaryngology (ENT),ACO
244445,Sanford Clinic Ear Nose & Throat Watertown,30 S Behl St,Appleton,Swift,MN,56208,MN - BCBS of Minnesota,Otolaryngology (ENT),ACO
244446,Sanford Clinic Ear Nose & Throat Watertown,300 S Bruce St,Marshall,Lyon,MN,56258,MN - BCBS of Minnesota,Otolaryngology (ENT),ACO
244447,Sanford Clinic Ear Nose & Throat Watertown,400 E 1st St,Morris,Stevens,MN,56267,MN - BCBS of Minnesota,Otolaryngology (ENT),ACO
244448,Sanford Clinic Ear Nose & Throat Watertown,401 12th St N,Wheaton,Traverse,MN,56296,MN - BCBS of Minnesota,Otolaryngology (ENT),ACO
244449,Sanford Clinic Ear Nose & Throat Watertown,503 E Lincoln St,Hendricks,Lincoln,MN,56136,MN - BCBS of Minnesota,Otolaryngology (ENT),ACO
244450,Sanford Clinic Ear Nose & Throat Watertown,750 Eastvold Ave,Ortonville,Big Stone,MN,56278,MN - BCBS of Minnesota,Otolaryngology (ENT),ACO
244451,Sanford Clinic Ear Nose & Throat Watertown,830 3rd Ave,Madison,Lac Qui Parle,MN,56256,MN - BCBS of Minnesota,Otolaryngology (ENT),ACO
244452,Sanford Clinic Halstad,445 1st St E,Halstad,Norman,MN,56548,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244453,Sanford Clinic Jackson,1430 North Hwy,Jackson,Jackson,MN,56143,MN - BCBS of Minnesota,Family Practice,ACO
244454,Sanford Clinic Jackson,1430 North Hwy,Jackson,Jackson,MN,56143,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244455,Sanford Clinic Jackson,209 Main St,Lakefield,Jackson,MN,56150,MN - BCBS of Minnesota,Family Practice,ACO
244456,Sanford Clinic Labs,1233 34th St NW,Bemidji,Beltrami,MN,56601,MN - BCBS of Minnesota,Independent Laboratory,ACO
244457,Sanford Clinic Labs,1412 Main St,Hawley,Clay,MN,56549,MN - BCBS of Minnesota,Independent Laboratory,ACO
244458,Sanford Clinic Labs,1705 Anne St NW,Bemidji,Beltrami,MN,56601,MN - BCBS of Minnesota,Independent Laboratory,ACO
244459,Sanford Clinic Labs,1720 Highway 59 S,Thief River Falls,Pennington,MN,56701,MN - BCBS of Minnesota,Independent Laboratory,ACO
244460,Sanford Clinic Labs,211 E Mill St,Pelican Rapids,Otter Tail,MN,56572,MN - BCBS of Minnesota,Independent Laboratory,ACO
244461,Sanford Clinic Labs,219 Grant Utley Ave NW,Cass Lake,Cass,MN,56633,MN - BCBS of Minnesota,Independent Laboratory,ACO
244462,Sanford Clinic Labs,4000 28th Ave S,Moorhead,Clay,MN,56560,MN - BCBS of Minnesota,Independent Laboratory,ACO
244463,Sanford Clinic Labs,614 Michigan Ave W,Walker,Cass,MN,56484,MN - BCBS of Minnesota,Independent Laboratory,ACO
244464,Sanford Clinic Labs,621 Demers Ave,East Grand Forks,Polk,MN,56721,MN - BCBS of Minnesota,Independent Laboratory,ACO
244465,Sanford Clinic Labs,81 1st St NW,Blackduck,Itasca,MN,56630,MN - BCBS of Minnesota,Independent Laboratory,ACO
244466,Sanford Clinic Labs,929 Central Ave NW,East Grand Forks,Polk,MN,56721,MN - BCBS of Minnesota,Independent Laboratory,ACO
244467,Sanford Clinic Lakefield,209 Main St,Lakefield,Jackson,MN,56150,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244468,Sanford Clinic Luverne,1601 Sioux Valley Dr,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,Family Practice,ACO
244469,Sanford Clinic Mahnomen,410 4th St NW,Mahnomen,Mahnomen,MN,56557,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244470,Sanford Clinic Minneota,700 N Monroe St,Minneota,Lyon,MN,56264,MN - BCBS of Minnesota,Family Practice,ACO
244471,Sanford Clinic Mountain Lake,308 8th St N,Mountain Lake,Cottonwood,MN,56159,MN - BCBS of Minnesota,Family Practice,ACO
244472,Sanford Clinic Mountain Lake,308 8th St N,Mountain Lake,Cottonwood,MN,56159,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244473,Sanford Clinic Neurocritical Care,916 4th Ave SW,Pipestone,Pipestone,MN,56164,MN - BCBS of Minnesota,Nephrology,ACO
244474,Sanford Clinic North,1245 Washington Ave,Detroit Lakes,Becker,MN,56501,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244475,Sanford Clinic North,621 Demers Ave,East Grand Forks,Polk,MN,56721,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244476,Sanford Clinic North,929 Central Ave NW,East Grand Forks,Polk,MN,56721,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244477,Sanford Clinic North Outreach,1000 Coney St W,Perham,Otter Tail,MN,56573,MN - BCBS of Minnesota,Family Practice,ACO
244478,Sanford Clinic North Outreach,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Family Practice,ACO
244479,Sanford Clinic North Outreach,108 Viking Ave W,Ulen,Clay,MN,56585,MN - BCBS of Minnesota,Family Practice,ACO
244480,Sanford Clinic North Outreach,115 E Soo St,Parkers Pr,Otter Tail,MN,56361,MN - BCBS of Minnesota,Family Practice,ACO
244481,Sanford Clinic North Outreach,120 Labree Ave S,Thief River Falls,Pennington,MN,56701,MN - BCBS of Minnesota,Family Practice,ACO
244482,Sanford Clinic North Outreach,1300 Anne St NW,Bemidji,Beltrami,MN,56601,MN - BCBS of Minnesota,Family Practice,ACO
244483,Sanford Clinic North Outreach,1412 Main St,Hawley,Clay,MN,56549,MN - BCBS of Minnesota,Family Practice,ACO
244484,Sanford Clinic North Outreach,1527 Broadway St,Alexandria,Douglas,MN,56308,MN - BCBS of Minnesota,Family Practice,ACO
244485,Sanford Clinic North Outreach,1611 Anne St NW,Bemidji,Beltrami,MN,56601,MN - BCBS of Minnesota,Family Practice,ACO
244486,Sanford Clinic North Outreach,1705 Anne St NW,Bemidji,Beltrami,MN,56601,MN - BCBS of Minnesota,Family Practice,ACO
244487,Sanford Clinic North Outreach,1720 Highway 59 S,Thief River Falls,Pennington,MN,56701,MN - BCBS of Minnesota,Family Practice,ACO
244488,Sanford Clinic North Outreach,20 W Centennial 84 Dr,New York Mills,Otter Tail,MN,56567,MN - BCBS of Minnesota,Family Practice,ACO
244489,Sanford Clinic North Outreach,211 E Mill St,Pelican Rapids,Otter Tail,MN,56572,MN - BCBS of Minnesota,Family Practice,ACO
244490,Sanford Clinic North Outreach,219 Grant Utley Ave NW,Cass Lake,Cass,MN,56633,MN - BCBS of Minnesota,Family Practice,ACO
244491,Sanford Clinic North Outreach,2400 St Francis Dr,Breckenridge,Wilkin,MN,56520,MN - BCBS of Minnesota,Family Practice,ACO
244492,Sanford Clinic North Outreach,3001 Sanford Pkwy,Thief River Falls,Pennington,MN,56701,MN - BCBS of Minnesota,Family Practice,ACO
244493,Sanford Clinic North Outreach,4000 28th Ave S,Moorhead,Clay,MN,56560,MN - BCBS of Minnesota,Family Practice,ACO
244494,Sanford Clinic North Outreach,410 4th St NW,Mahnomen,Mahnomen,MN,56557,MN - BCBS of Minnesota,Family Practice,ACO
244495,Sanford Clinic North Outreach,501 2nd St NW,Twin Valley,Norman,MN,56584,MN - BCBS of Minnesota,Family Practice,ACO
244496,Sanford Clinic North Outreach,506 Beltrami Ave NW,Bemidji,Beltrami,MN,56601,MN - BCBS of Minnesota,Family Practice,ACO
244497,Sanford Clinic North Outreach,510 22nd Ave E,Alexandria,Douglas,MN,56308,MN - BCBS of Minnesota,Family Practice,ACO
244498,Sanford Clinic North Outreach,621 Demers Ave,East Grand Forks,Polk,MN,56721,MN - BCBS of Minnesota,Family Practice,ACO
244499,Sanford Clinic Orthopedics & Sports Medicine,1601 Sioux Valley Dr,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,Orthopedic Surgery,ACO
244500,Sanford Clinic Pelican Rapids,211 E Mill St,Pelican Rapids,Otter Tail,MN,56572,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244501,Sanford Clinic Radiology,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Radiology,ACO
244502,Sanford Clinic Radiology,112 Saint Olaf Ave S,Canby,Yellow Medicine,MN,56220,MN - BCBS of Minnesota,Radiology,ACO
244503,Sanford Clinic Radiology,1600 N Kniss Ave,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,Radiology,ACO
244504,Sanford Clinic Regional Radiology,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Radiology,ACO
244505,Sanford Clinic Regional Radiology,1600 N Kniss Ave,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,Radiology,ACO
244506,Sanford Clinic Tracy,249 5th St E,Tracy,Lyon,MN,56175,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244507,Sanford Clinic Tracy,249 5th St E,Tracy,Lyon,MN,56175,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244508,Sanford Clinic Tracy,551 US Highway 14,Balaton,Lyon,MN,56115,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244509,Sanford Clinic Tracy,830 8th St,Walnut Grove,Redwood,MN,56180,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244510,Sanford Clinic Twin Valley,212 Main Ave W,Twin Valley,Norman,MN,56584,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244511,Sanford Clinic Ulen,108 Viking Ave W,Ulen,Clay,MN,56585,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244512,Sanford Clinic Walnut Grove,830 8th St,Walnut Grove,Redwood,MN,56180,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244513,Sanford Clinic Westbrook,920 Bell Ave,Westbrook,Cottonwood,MN,56183,MN - BCBS of Minnesota,Internal Medicine,ACO
244514,Sanford Clinic Westbrook,920 Bell Ave,Westbrook,Cottonwood,MN,56183,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244515,Sanford Clinic Westbrook,920 Bell Ave,Westbrook,Cottonwood,MN,56183,MN - BCBS of Minnesota,Urgent Care Center,ACO
244516,Sanford Clinic Windom,591 2nd Ave N,Windom,Cottonwood,MN,56101,MN - BCBS of Minnesota,Family Practice,ACO
244517,Sanford Clinic Windom,591 2nd Ave N,Windom,Cottonwood,MN,56101,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244518,Sanford Clinic Worthington,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244519,Sanford Clinic Worthington,1680 Diagonal Rd,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244520,Sanford Clinic Worthington,426 10th St,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244521,Sanford Eye Center & Optical,107 1st St E,Canby,Yellow Medicine,MN,56220,MN - BCBS of Minnesota,Ophthalmology,ACO
244522,Sanford Eye Center & Optical,112 Saint Olaf Ave S,Canby,Yellow Medicine,MN,56220,MN - BCBS of Minnesota,Ophthalmology,ACO
244523,Sanford Eye Center & Optical,1282 Walnut St,Dawson,Lac Qui Parle,MN,56232,MN - BCBS of Minnesota,Ophthalmology,ACO
244524,Sanford Female Pelvic Medicine,450 Eastvold Ave,Ortonville,Big Stone,MN,56278,MN - BCBS of Minnesota,OB-Gynecology,ACO
244525,Sanford Health Broadway Clinic,115 E Soo St,Parkers Pr,Otter Tail,MN,56361,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244526,Sanford Health Broadway Clinic,1527 Broadway St,Alexandria,Douglas,MN,56308,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244527,Sanford Health Broadway Clinic,510 22nd Ave E,Alexandria,Douglas,MN,56308,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244528,Sanford Health Cancer Center,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244529,Sanford Health Detroit Lakes Same Day Surgery,1245 Washington Ave,Detroit Lakes,Becker,MN,56501,MN - BCBS of Minnesota,Ambulatory Surgical Center,ACO
244530,Sanford Health Kelliher Clinic,243 Clark Ave,Kelliher,Beltrami,MN,56650,MN - BCBS of Minnesota,Family Practice,ACO
244531,Sanford Healthcare Accessories LLC,1705 Anne St NW,Bemidji,Beltrami,MN,56601,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244532,Sanford Healthcare Accessories LLC,1845 Highway 59 S,Thief River Falls,Pennington,MN,56701,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244533,Sanford Healthcare Accessories LLC,3717 Pine Ridge Ave NW,Bemidji,Beltrami,MN,56601,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244534,Sanford Healthcare Accessories LLC,621 Demers Ave,East Grand Forks,Polk,MN,56721,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244535,Sanford Home Care Canby,112 Saint Olaf Ave S,Canby,Yellow Medicine,MN,56220,MN - BCBS of Minnesota,Home Health Care Agency,ACO
244536,Sanford Home Medical Equipment,1151 Ryans Rd,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244537,Sanford Home Medical Equipment,131 Saint Olaf Ave N,Canby,Yellow Medicine,MN,56220,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244538,Sanford Home Medical Equipment,402 E Main St,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244539,Sanford Home Medical Equipment,585 2nd Ave N,Windom,Cottonwood,MN,56101,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244540,Sanford Hospice Luverne,211 E Main St,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,Home Hospice Care,ACO
244541,Sanford Hospital Canby,112 Saint Olaf Ave S,Canby,Yellow Medicine,MN,56220,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244542,Sanford Hospital Canby,112 Saint Olaf Ave S,Canby,Yellow Medicine,MN,56220,MN - BCBS of Minnesota,General Acute Care Hospital,ACO
244543,Sanford Hospital Canby,112 Saint Olaf Ave S,Canby,Yellow Medicine,MN,56220,MN - BCBS of Minnesota,Medicare Defined Swing Bed Unit,ACO
244544,Sanford Hospital Jackson,1430 North Hwy,Jackson,Jackson,MN,56143,MN - BCBS of Minnesota,General Acute Care Hospital,ACO
244545,Sanford Hospital Jackson,1430 North Hwy,Jackson,Jackson,MN,56143,MN - BCBS of Minnesota,Medicare Defined Swing Bed Unit,ACO
244546,Sanford Hospital Luverne,1600 N Kniss Ave,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,Medicare Defined Swing Bed Unit,ACO
244547,Sanford Hospital Luverne,1600 N Kniss Ave,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244548,Sanford Hospital Luverne,1600 N Kniss Ave,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,Nurse Anesthetist,ACO
244549,Sanford Hospital Tracy,251 5th St E,Tracy,Lyon,MN,56175,MN - BCBS of Minnesota,General Acute Care Hospital,ACO
244550,Sanford Hospital Tracy,251 5th St E,Tracy,Lyon,MN,56175,MN - BCBS of Minnesota,Medicare Defined Swing Bed Unit,ACO
244551,Sanford Hospital Westbrook,920 Bell Ave,Westbrook,Cottonwood,MN,56183,MN - BCBS of Minnesota,General Acute Care Hospital,ACO
244552,Sanford Hospital Westbrook,920 Bell Ave,Westbrook,Cottonwood,MN,56183,MN - BCBS of Minnesota,Medicare Defined Swing Bed Unit,ACO
244553,Sanford Jackson Hospital CRNA,1430 North Hwy,Jackson,Jackson,MN,56143,MN - BCBS of Minnesota,Nurse Anesthetist,ACO
244554,Sanford Luverne Edgerton Clinic,733 Main St,Edgerton,Pipestone,MN,56128,MN - BCBS of Minnesota,Family Practice,ACO
244555,Sanford Luverne Medical Center,1600 N Kniss Ave,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,General Acute Care Hospital,ACO
244556,Sanford Nephrology Clinic,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Nephrology,ACO
244557,Sanford Nephrology Clinic,249 5th St,Tracy,Lyon,MN,56175,MN - BCBS of Minnesota,Nephrology,ACO
244558,Sanford Nephrology Clinic,450 Eastvold Ave,Ortonville,Big Stone,MN,56278,MN - BCBS of Minnesota,Nephrology,ACO
244559,Sanford Neurology Clinic,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Neurology,ACO
244560,Sanford Neurology Clinic,2150 Hospital Dr,Windom,Cottonwood,MN,56101,MN - BCBS of Minnesota,Neurology,ACO
244561,Sanford Neurology Clinic,916 4th Ave SW,Pipestone,Pipestone,MN,56164,MN - BCBS of Minnesota,Neurology,ACO
244562,Sanford Obstetrics & Gynecology Clinic,1601 Sioux Valley Dr,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,OB-Gynecology,ACO
244563,Sanford Obstetrics & Gynecology Clinic,1680 Diagonal Rd,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,OB-Gynecology,ACO
244564,Sanford Pharmacy 1705 Anne Street,1705 Anne St NW,Bemidji,Beltrami,MN,56601,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
244565,Sanford Pharmacy Bemidji,1233 34th St NW,Bemidji,Beltrami,MN,56601,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
244566,Sanford Pharmacy Moorhead,4000 28th Ave S,Moorhead,Clay,MN,56560,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
244567,Sanford Pharmacy Thief River Falls,3001 Sanford Pkwy,Thief River Falls,Pennington,MN,56701,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
244568,Sanford Physical Medicine & Rehabilitation,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Physical Medicine & Rehabilitation,ACO
244569,Sanford Pulmonary Medicine Clinic,1601 Sioux Valley Dr,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,Pulmonary Diseases,ACO
244570,Sanford Pulmonary Medicine Clinic,1680 Diagonal Rd,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Pulmonary Diseases,ACO
244571,Sanford Regional Hospital Worthington,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Medicare Defined Swing Bed Unit,ACO
244572,Sanford Surgical Associates,1601 Sioux Valley Dr,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,General Surgery,ACO
244573,Sanford Tracy Hospital CRNA,251 5th St E,Tracy,Lyon,MN,56175,MN - BCBS of Minnesota,Nurse Anesthetist,ACO
244574,Sanford Vascular Associates,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Vascular Surgery,ACO
244575,Sanford Vascular Associates,1430 North Hwy,Jackson,Jackson,MN,56143,MN - BCBS of Minnesota,Vascular Surgery,ACO
244576,Sanford Vascular Associates,1521 Carlson St,Marshall,Lyon,MN,56258,MN - BCBS of Minnesota,Vascular Surgery,ACO
244577,Sanford Vascular Associates,1601 Sioux Valley Dr,Luverne,Rock,MN,56156,MN - BCBS of Minnesota,Vascular Surgery,ACO
244578,Sanford Vascular Associates,1680 Diagonal Rd,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Vascular Surgery,ACO
244579,Sanford Vascular Associates,2150 Hospital Dr,Windom,Cottonwood,MN,56101,MN - BCBS of Minnesota,Vascular Surgery,ACO
244580,Sanford Vascular Associates,450 Eastvold Ave,Ortonville,Big Stone,MN,56278,MN - BCBS of Minnesota,Vascular Surgery,ACO
244581,Sanford Westbrook Hospital CRNA,920 Bell Ave,Westbrook,Cottonwood,MN,56183,MN - BCBS of Minnesota,Nurse Anesthetist,ACO
244582,Sanford Wheaton,401 12th St N,Wheaton,Traverse,MN,56296,MN - BCBS of Minnesota,General Acute Care Hospital,ACO
244583,Sanford Wheaton,401 12th St N,Wheaton,Traverse,MN,56296,MN - BCBS of Minnesota,Medicare Defined Swing Bed Unit,ACO
244584,Sanford Wheaton,401 12th St N,Wheaton,Traverse,MN,56296,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244585,Sanford Wheaton,401 12th St N,Wheaton,Traverse,MN,56296,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244586,Sanford Worthington Home Care,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Home Health Care Agency,ACO
244587,Sanford Worthington Medical Center,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,General Acute Care Hospital,ACO
244588,Sanford Worthington Medical Center,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244589,Sanford Worthington Regional Dialysis,1018 6th Ave,Worthington,Nobles,MN,56187,MN - BCBS of Minnesota,Renal Dialysis Center,ACO
244590,Sauk Centre Clinic,425 Elm St N,Sauk Centre,Stearns,MN,56378,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244591,Sauk Centre Clinic,425 Elm St N,Sauk Centre,Stearns,MN,56378,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244592,Sharpe Dillon Cockson and Associates,7250 France Ave S,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,Internal Medicine,ACO
244593,Smart Clinic,322 S State St,Fairmont,Martin,MN,56031,MN - BCBS of Minnesota,Family Practice,PCMH
244594,Smdc Clinical Laboratory,407 E 3rd St,Duluth,St. Louis,MN,55805,MN - BCBS of Minnesota,Independent Laboratory,ACO
244595,Smdc Medical Center,502 E 2nd St,Duluth,St. Louis,MN,55805,MN - BCBS of Minnesota,Rehabilitation Hospital,ACO
244596,Smdc Medical Center Duluth Clinic,1101 9th St N,Virginia,St. Louis,MN,55792,MN - BCBS of Minnesota,Anesthesiology,ACO
244597,Smdc Medical Center Duluth Clinic,400 E 3rd St,Duluth,St. Louis,MN,55805,MN - BCBS of Minnesota,Anesthesiology,ACO
244598,South Lake Pediatrics,111 Hundertmark Rd,Chaska,Carver,MN,55318,MN - BCBS of Minnesota,Pediatrics,ACO
244599,South Lake Pediatrics,12000 Elm Creek Blvd N,Maple Grove,Hennepin,MN,55369,MN - BCBS of Minnesota,Pediatrics,ACO
244600,South Lake Pediatrics,17705 Hutchins Dr,Minnetonka,Hennepin,MN,55345,MN - BCBS of Minnesota,Pediatrics,ACO
244601,South Lake Pediatrics,17705 Hutchins Dr,Minnetonka,Hennepin,MN,55345,MN - BCBS of Minnesota,Urgent Care Center,ACO
244602,South Lake Pediatrics,2805 Campus Dr,Plymouth,Hennepin,MN,55441,MN - BCBS of Minnesota,Pediatrics,ACO
244603,South Lake Pediatrics,6060 Clearwater Dr,Minnetonka,Hennepin,MN,55343,MN - BCBS of Minnesota,Pediatrics,ACO
244604,South Lake Pediatrics,800 Prairie Center Dr,Eden Prairie,Hennepin,MN,55344,MN - BCBS of Minnesota,Pediatrics,ACO
244605,Southdale Obstetric & Gynecologic Consultants PA,305 E Nicollet Blvd,Burnsville,Dakota,MN,55337,MN - BCBS of Minnesota,OB-Gynecology,ACO
244606,Southdale Obstetric & Gynecologic Consultants PA,3625 W 65th St,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,OB-Gynecology,ACO
244607,Southdale Pediatric Associates LTD,18315 Cascade Dr,Eden Prairie,Hennepin,MN,55347,MN - BCBS of Minnesota,Pediatrics,ACO
244608,Southdale Pediatric Associates LTD,3955 Parklawn Ave,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,Pediatrics,ACO
244609,Southdale Pediatric Associates LTD,501 E Nicollet Blvd,Burnsville,Dakota,MN,55337,MN - BCBS of Minnesota,Pediatrics,ACO
244610,Southdale Pediatric Associates LTD,501 E Nicollet Blvd,Burnsville,Dakota,MN,55337,MN - BCBS of Minnesota,Urgent Care Center,ACO
244611,Specialists In General Surgery LTD,1107 Hart Blvd,Monticello,Wright,MN,55362,MN - BCBS of Minnesota,General Surgery,ACO
244612,Specialists In General Surgery LTD,11855 Ulysses St NE,Blaine,Anoka,MN,55434,MN - BCBS of Minnesota,General Surgery,ACO
244613,Specialists In General Surgery LTD,15450 Highway 7,Minnetonka,Hennepin,MN,55345,MN - BCBS of Minnesota,General Surgery,ACO
244614,Specialists In General Surgery LTD,15535 34th Ave N,Plymouth,Hennepin,MN,55447,MN - BCBS of Minnesota,General Surgery,ACO
244615,Specialists In General Surgery LTD,1700 Highway 25 N,Buffalo,Wright,MN,55313,MN - BCBS of Minnesota,General Surgery,ACO
244616,Specialists In General Surgery LTD,2600 39th Ave NE,Minneapolis,Anoka,MN,55421,MN - BCBS of Minnesota,General Surgery,ACO
244617,Specialists In General Surgery LTD,3366 Oakdale Ave N,Robbinsdale,Hennepin,MN,55422,MN - BCBS of Minnesota,General Surgery,ACO
244618,Specialists In General Surgery LTD,480 Osborne Rd NE,Fridley,Anoka,MN,55432,MN - BCBS of Minnesota,General Surgery,ACO
244619,Specialists In General Surgery LTD,5700 Bottineau Blvd,Crystal,Hennepin,MN,55429,MN - BCBS of Minnesota,General Surgery,ACO
244620,Specialists In General Surgery LTD,651 Nicollet Mall,Minneapolis,Hennepin,MN,55402,MN - BCBS of Minnesota,General Surgery,ACO
244621,Specialists In General Surgery LTD,7261 Ohms Ln,Edina,Hennepin,MN,55439,MN - BCBS of Minnesota,General Surgery,ACO
244622,Specialists In General Surgery LTD,9825 Hospital Dr,Maple Grove,Hennepin,MN,55369,MN - BCBS of Minnesota,General Surgery,ACO
244623,Sports & Orthopaedic Specialists,225 Smith Ave N,Saint Paul,Ramsey,MN,55102,MN - BCBS of Minnesota,Orthopedic Surgery,ACO
244624,Sports & Orthopaedic Specialists,2800 Chicago Ave,Minneapolis,Hennepin,MN,55407,MN - BCBS of Minnesota,Orthopedic Surgery,ACO
244625,Sports & Orthopaedic Specialists,2805 Campus Dr,Plymouth,Hennepin,MN,55441,MN - BCBS of Minnesota,Orthopedic Surgery,ACO
244626,Sports & Orthopaedic Specialists,8100 W 78th St,Edina,Hennepin,MN,55439,MN - BCBS of Minnesota,Orthopedic Surgery,ACO
244627,St Cloud Hospital Clinic,1406 6th Ave N,Saint Cloud,Stearns,MN,56303,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244628,St Cloud Hospital Clinic,1428 2nd St N,Sauk Rapids,Benton,MN,56379,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244629,St Cloud Hospital Clinic,1564 County Road 134,Saint Cloud,Stearns,MN,56303,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244630,St Cloud Hospital Clinic,1572 County Road 134,Saint Cloud,Stearns,MN,56303,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244631,St Cloud Hospital Clinic,1900 Centracare Cir,Saint Cloud,Stearns,MN,56303,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244632,St Cloud Hospital Clinic,525 Main St W,Melrose,Stearns,MN,56352,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
